Title,Date Added,Age,IMDb,Netflix,Hulu,Prime Video,Disney+,Original Network,Netflix Exclusive Regions,Original,Type,Genre,Rating
Playing with Fire,-,18+,6.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Love Through a Millennium,-,-,7.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
SWORD GAI: The Animation,-,18+,5.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
My Life,-,all,7.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Sid the Science Kid,-,all,5.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Cagaster of an Insect Cage,-,18+,6.1,1.0,0.0,0.0,0.0,Netflix,Worldwide,True,-,-,-
Absurd Planet,-,7+,3.8,1.0,0.0,0.0,0.0,Netflix,Worldwide,True,-,-,-
Last Chance to See,-,7+,8.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Prince of Tennis,-,-,8.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Chuggington,-,all,5.9,1.0,1.0,0.0,0.0,-,-,False,-,-,-
Steampunk'd,-,-,5.8,1.0,1.0,0.0,0.0,-,-,False,-,-,-
Bel Ami,-,-,6.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
"Nisman: El fiscal, la presidenta y el espía",-,-,7.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
To Be Continued,-,all,-,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Raiders of the Lost Art,-,all,8.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Granblue Fantasy: The Animation,-,-,6.4,1.0,0.0,1.0,0.0,-,-,False,-,-,-
El día menos pensado,-,-,7.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Meet the Drug Lords: Inside the Real Narcos,-,7+,7.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Scam City,-,-,8.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Piano Forest,-,7+,7.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Wild Catch / Chasing Monsters,-,-,7.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Sweet Magnolias,-,16+,6.9,1.0,0.0,0.0,0.0,Netflix,Worldwide,True,-,-,-
The Dark Charisma of Adolf Hitler,-,-,7.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Solomon's Perjury,-,-,7.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Lords and Ladles,-,-,8.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Summertime,-,18+,6.7,1.0,0.0,0.0,0.0,Netflix,Worldwide,True,-,-,-
Summertime,-,-,-,0.0,1.0,0.0,0.0,Netflix,Worldwide,True,-,-,-
Transformers: Robots In Disguise,-,all,6.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Fried,-,-,6.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Followers,-,18+,6.2,1.0,0.0,0.0,0.0,Netflix,Worldwide,True,-,-,-
The Story of Maths,-,all,8.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Strangers From Hell,-,-,8.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Ghost-Seeing Detective Cheo-Yong,-,16+,7.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Forest of Love: Deep Cut,-,-,6.5,1.0,0.0,0.0,0.0,Netflix,Worldwide,True,-,-,-
Blackstone,-,-,7.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Amazing Hotels: Life Beyond the Lobby,-,-,7.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Dragon Pilot: Hisone and Masotan,-,16+,6.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Legend of Chu and Han,-,-,-,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Keeping up with the Joneses,-,-,8.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Apache: La vida de Carlos Tevez,-,18+,7.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Pup Academy,-,-,6.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Oyunbozan,-,-,6.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Ask the Storybots,-,all,8.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
True Crime,-,-,6.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Kevin Hart: Don't F**k This Up,-,18+,6.5,1.0,0.0,0.0,0.0,Netflix,Worldwide,True,-,-,-
Lost Song,-,16+,7.1,1.0,0.0,0.0,0.0,Netflix,Worldwide,True,-,-,-
Yago,-,7+,7.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Nura: Rise of the Yokai Clan,-,-,7.6,1.0,1.0,0.0,0.0,-,-,False,-,-,-
The Great Interior Design Challenge,-,7+,7.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
My Little Lover,-,-,6.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Nadiya's Time to Eat,-,-,7.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Redfern Now,-,-,8.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
An Hour to Save Your Life,-,-,8.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Gentlemen & Gangsters,-,-,7.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Monster Garage,-,7+,5.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Filinta : Bir Osmanlı Polisiyesi,-,-,6.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Brojects,-,-,8.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
PopPixie,-,all,5.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Bionic Vet,-,-,8.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Ladies Up,-,-,4.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Angry Birds Toons,-,all,6.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Pop Team Epic,-,18+,6.8,1.0,0.0,1.0,0.0,-,-,False,-,-,-
Pega Pega,-,-,6.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
VR Troopers,-,7+,5.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Nightmare Teacher,-,-,7.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Don't Call Me Crazy,-,-,7.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Inhuman Resources,-,-,7.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Wildest Islands,-,-,8.1,1.0,0.0,1.0,0.0,-,-,False,-,-,-
Ice Road Rescue,-,-,8.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Bernard,-,7+,6.1,1.0,0.0,1.0,0.0,-,-,False,-,-,-
Monkey Life,-,-,8.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Strawberry Shortcake,-,all,4.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Los heroes del norte,-,16+,7.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Iliza Shlesinger Sketch Show,-,18+,4.8,1.0,0.0,0.0,0.0,Netflix,Worldwide,True,-,-,-
La Ley secreta,-,-,7.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The World's War: Forgotten Soldiers of Empire,-,-,7.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Rostered On,-,16+,8.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
ThirtTEEN Terrors,-,16+,6.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Homes By the Sea,-,-,8.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Hero Mask,-,16+,6.2,1.0,0.0,0.0,0.0,Netflix,Worldwide,True,-,-,-
Extraterrestrial,-,-,5.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Loving Ibiza: Series,-,-,5.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Witch Hunt: A Century of Murder,-,18+,7.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Close Your Eyes Before It's Dark,-,-,7.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Dirt Every Day,-,-,8.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Horn,-,-,8.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Supervolcano,-,7+,6.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Yu-Gi-Oh! Zexal,-,7+,4.8,1.0,1.0,1.0,0.0,-,-,False,-,-,-
Go Back To Where You Came From,-,18+,8.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Swift and Shift Couriers,-,18+,7.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Bare Knuckle Fight Club,-,-,6.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Campus,-,16+,7.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Total Drama Action,-,7+,-,1.0,0.0,0.0,0.0,-,-,False,-,-,-
45 RPM,-,16+,7.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
What Happens to My Family?,-,-,8.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Estocolmo,-,18+,5.8,1.0,0.0,0.0,0.0,Netflix,Worldwide,True,-,-,-
My Little Pony: Equestria Girls,-,all,6.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Snow Wolf Family and Me,-,all,8.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
LEGO Friends,-,all,5.2,1.0,1.0,1.0,0.0,-,-,False,-,-,-
Fall In Love With Me,-,-,7.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Strawberry Shortcake's Berry Bitty Adventures,-,all,6.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Wonders of the Monsoon,-,-,8.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Hyori's Bed and Breakfast,-,-,8.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Zig and Sharko,-,all,6.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Baby Daddy,-,16+,6.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Baby Daddy,-,16+,7.3,0.0,1.0,0.0,0.0,-,-,False,-,-,-
Romance of Our Parents,-,-,7.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Fantastic,-,16+,7.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Chug,-,-,8.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Grizzy & the Lemmings,-,all,6.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Six Windows in the Desert,-,-,3.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Puerta 7,-,18+,5.5,1.0,0.0,0.0,0.0,Netflix,Worldwide,True,-,-,-
Pacto de Sangue,-,-,7.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Lockdown,-,7+,7.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Spirit Riding Free: Riding Academy,-,-,7.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The New Adventures of Figaro Pho,-,all,7.1,1.0,1.0,0.0,0.0,-,-,False,-,-,-
StarBeam,-,-,7.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Goodbye Mr. Black,-,-,6.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Monster Fish,-,-,6.7,1.0,1.0,0.0,0.0,-,-,False,-,-,-
Ocean Mysteries with Jeff Corwin,-,all,8.2,1.0,0.0,1.0,0.0,-,-,False,-,-,-
Spectros,-,18+,4.4,1.0,0.0,0.0,0.0,Netflix,Worldwide,True,-,-,-
revisions,-,18+,6.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Too Young to Die,-,-,7.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Canada's Worst Handyman,-,7+,4.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Tales of Irish Castles,-,7+,7.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
India's Frontier Railways,-,-,7.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Prisoner Zero,-,-,7.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Sniffer,-,-,6.6,1.0,0.0,1.0,0.0,-,-,False,-,-,-
Magmel of the Sea Blue,-,7+,6.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Really Me!,-,-,5.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Unremarkable Juanquini,-,16+,4.1,1.0,0.0,0.0,0.0,Netflix,Worldwide,True,-,-,-
Lo que la verdad esconde: El caso Asunta,-,16+,7.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Castlevania: Hymn of Blood,-,18+,7.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Don't Watch This,-,16+,3.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Saving Mrs. Go Bong Shil,-,-,7.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Mekong River with Sue Perkins,-,-,7.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Ainori Love Wagon: African Journey,-,-,7.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
A Cook Abroad,-,-,7.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Mythomanic,-,-,6.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Earth to Luna!,-,all,7.4,1.0,0.0,1.0,0.0,-,-,False,-,-,-
The Great Escape,-,-,5.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
HaMossad: Sipur Kisuy,-,-,7.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
I Am the Ambassador,-,-,7.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
"Three Wives, One Husband",-,-,6.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
ReBoot: The Guardian Code,-,7+,3.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Bangkok รัก Stories 2 ตอน ไม่เดียงสา,-,-,6.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Road Trick,-,-,6.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Carver Kings,-,7+,8.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Black Hollywood: 'They've Gotta Have Us',-,-,7.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Lo Que la Vida Me Robó,-,-,-,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Liquid Science,-,-,6.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Ocean Giants,-,-,8.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Jamie and Jimmy's Food Fight Club,-,-,6.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Africa's Deadliest,-,-,6.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Afghanistan: The Great Game,-,-,7.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Dinotrux: Supercharged,-,7+,7.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
"Noddy, Toyland Detective",-,all,7.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Camelia La Texana,-,-,7.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Weekend Aristocrats,-,-,-,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Clangers,-,-,7.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Bindi's Bootcamp,-,-,6.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Goop Lab,-,18+,2.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Hairy Bikers' Asian Adventure,-,7+,6.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Gods of Wheat Street,-,-,8.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
What is Love,-,-,7.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Traffic Cops,-,-,7.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
44 Cats,-,-,6.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Clash of the Collectables,-,-,7.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Last Hope,-,16+,5.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Birdie Buddy,-,7+,7.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Motorbike Show,-,-,8.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
"Love, Now",-,-,6.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Court Justice: Sydney,-,-,7.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Dandy,-,all,5.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Panda and Hedgehog,-,-,6.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Animal Airport,-,-,7.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Eugenie Nights - ليالي أوجيني,-,16+,7.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Cromo,-,16+,6.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
House Doctor,-,-,4.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Last Nazis,-,7+,6.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Unknown Hitman: The Story of El Cholo Adrián,-,-,7.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
La Esquina del Diablo,-,-,7.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Gunslinger Girl: Il Teatrino,-,16+,7.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Reno My Reno,-,-,8.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Jack Hanna's Into the Wild,-,-,7.7,1.0,1.0,0.0,0.0,-,-,False,-,-,-
Lily's Driftwood Bay,-,all,7.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Tamra Island,-,16+,7.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Polly Pocket,-,7+,6.4,1.0,1.0,0.0,0.0,-,-,False,-,-,-
Delhis vackraste händer,-,-,7.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Tempel,-,-,7.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Street Fighter,-,-,5.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Naked Truth,-,16+,6.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Premier League Legends,-,-,-,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Dearest Lady,-,-,6.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Corazón Valiente,-,-,-,1.0,1.0,0.0,0.0,-,-,False,-,-,-
Back Street Girls: Goku Dolls,-,-,6.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Non Summit,-,-,7.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Ruta 35,-,-,7.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
After the Raves,-,-,5.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Monty Python's Best Bits (mostly),-,-,7.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
What's for Sale? With a View,-,-,6.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Ella the Elephant,-,-,-,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Inside the Freemasons,-,-,5.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Poh & Co,-,-,7.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Mega Builders,-,-,7.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Cold Water Cowboys,-,-,6.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Alien Deep with Bob Ballard,-,-,6.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Love At Seventeen,-,-,6.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
"Food, Booze & Tattoos",-,-,7.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Pororo the Little Penguin,-,all,5.8,1.0,1.0,1.0,0.0,-,-,False,-,-,-
Bad Trips Abroad,-,-,5.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Auntie Duohe,-,-,8.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Dariba Diaries,-,-,7.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Buddi,-,-,8.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Top 10 Architecture,-,all,7.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Lookalikes,-,-,6.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Ollie & Moon Show,-,all,8.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Oh Yuck!,-,-,7.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Bible's Buried Secrets,-,all,5.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Emergency,-,16+,7.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Maya the Bee,-,all,5.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Unplanned America,-,-,7.8,1.0,0.0,1.0,0.0,-,-,False,-,-,-
Care Bears and Cousins,-,all,6.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
H2O - Abenteuer Meerjungfrau,-,7+,6.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Whisker Wars,-,-,5.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
LEGO Elves,-,-,6.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Chuck & Danny's Road Trip,-,-,6.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Scams,-,-,6.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Martin Clunes: A Man and His Dogs,-,-,7.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Rebel Without a Kitchen,-,-,5.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Scaredy Squirrel,-,all,4.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Bear Family and Me,-,-,8.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Super 4,-,-,7.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Small Shots,-,18+,7.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Backroad Bounty,-,-,7.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Cloroformo,-,-,7.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Strong Woman Do Bong Soon,-,-,-,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Commandos,-,-,6.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Jusqu'à l'Aube,-,18+,3.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Driven to Kill,-,-,6.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Hairy Bikers: Chicken & Egg,-,-,6.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Dwelling Narrowness,-,-,7.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Transformers: Rescue Bots Academy,-,all,6.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Poppy Cat,-,all,5.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Invizimals,-,7+,5.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Secrets of the SAS: In Their Own Words,-,-,7.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Tech Toys 360,-,-,8.3,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Vinnie Jones' Toughest Cops,-,-,7.0,1.0,0.0,1.0,0.0,-,-,False,-,-,-
Motorway Cops,-,-,6.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Gordon Buchanan: Elephant Family & Me,-,7+,7.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Borges Importadora,-,-,6.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Buy Herself,-,-,6.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Hey Qween,-,-,5.8,1.0,0.0,1.0,0.0,-,-,False,-,-,-
YooHoo & Friends (US),-,all,6.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Love Me Or Leave Me,-,-,5.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
LEGO Friends: Girls on a Mission,-,all,7.0,1.0,0.0,1.0,0.0,-,-,False,-,-,-
Restaurant Australia,-,-,6.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Sports on Fire,-,-,7.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Baby Animals in the Wild,-,-,7.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Tornado Hunters,-,-,5.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Kahi Suni,-,7+,6.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
"Lady, La Vendedora de Rosas",-,-,-,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Empty,-,-,6.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Wanda and the Alien,-,all,6.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
UFOs: The Best Evidence Ever (Caught on Tape),-,-,5.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Wreck Trek,-,-,4.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Тобот,-,-,6.2,1.0,0.0,1.0,0.0,-,-,False,-,-,-
Goodbye Dear Wife,-,-,6.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Trek: Spy on the Wildebeest,-,-,7.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Gorilla Family & Me,-,-,8.2,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Wild Ones,-,-,7.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
License To Drill Louisiana,-,16+,6.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
"Everyday Miracles: The Genius of Sofas, Stockings and Scanners",-,all,7.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Great Wild North,-,7+,5.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Drunk and On Drugs Happy Funtime Hour,-,-,5.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Sporting Mavericks,-,all,6.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Wild Australia with Ray Mears,-,-,7.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Garden of Heaven,-,16+,8.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Britain's Horror Homes,-,-,5.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
OH NO! It's An Alien Invasion,-,all,5.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Space Dealers,-,-,6.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Tjovitjo,-,-,4.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Extreme Animal Obsessions,-,-,5.0,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Screenland,-,-,6.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Who's The One,-,-,7.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Quon Dynasty,-,-,6.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Fabulosas Flores,-,16+,7.7,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Footprints,-,-,5.8,1.0,0.0,0.0,0.0,-,-,False,-,-,-
阳关道,-,-,3.1,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Fangbone!,-,7+,5.6,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Les Minijusticiers,-,-,5.9,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Slum Survivors,-,-,4.4,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Save our Shelter,-,-,7.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
Operation Gold Rush with Dan Snow,-,-,6.5,1.0,0.0,0.0,0.0,-,-,False,-,-,-
The Big Ward,-,-,-,1.0,0.0,0.0,0.0,-,-,False,-,-,-
